Date,Country,City,Street,Location,Avg Reliability
31 dic 2024,MX,Morelia,México- Guadalajara / Salamanca,Point(-101.187181 19.722556),10
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.240521 19.692956),5
31 dic 2024,MX,Morelia,Paseo de las Jacarandas,Point(-101.201141 19.71621),10
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.155355 19.701002),7
31 dic 2024,MX,Morelia,Fray Sebastián de Aparicio,Point(-101.162088 19.706585),7
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.193853 19.702952),6
31 dic 2024,MX,Morelia,Vicente Santa María,Point(-101.188118 19.685705),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.222513 19.676821),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.213469 19.673765),10
31 dic 2024,MX,Morelia,Rey Tariácuri,Point(-101.20076 19.677846),5
31 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.185331 19.724052),10
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.159147 19.713113),5
31 dic 2024,MX,Morelia,Paseo de la República (Sector República),Point(-101.234932 19.70987),5
31 dic 2024,MX,Morelia,Gral. Gerónimo Treviño,Point(-101.220982 19.729828),7
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.164929 19.684938),5
31 dic 2024,MX,Morelia,Paseo de las Jacarandas,Point(-101.20017 19.72012),5
31 dic 2024,MX,Morelia,Ventura Puente,Point(-101.179647 19.691093),10
31 dic 2024,MX,Morelia,Aquiles Serdán,Point(-101.18925 19.703815),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.158502 19.687933),10
31 dic 2024,MX,Morelia,Av. Periodismo,Point(-101.225682 19.682254),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.240197 19.69261),5
31 dic 2024,MX,Morelia,Paseo de la República (Sector Nueva España),Point(-101.150479 19.690375),5
31 dic 2024,MX,Morelia,Hacienda San Diego,Point(-101.232692 19.701035),5
31 dic 2024,MX,Morelia,Calz. la Huerta,Point(-101.21659 19.68268),5
31 dic 2024,MX,Morelia,Av. Alfredo Zalce,Point(-101.129317 19.695027),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.217415 19.67586),10
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.177685 19.719166),5
31 dic 2024,MX,Morelia,Calz. la Huerta,Point(-101.222405 19.670486),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.177479 19.681557),6
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),Point(-101.232876 19.712687),5
31 dic 2024,MX,Morelia,Av. Francisco Medina García Norte,Point(-101.165066 19.671604),5
31 dic 2024,MX,Morelia,Aquiles Serdán,Point(-101.190434 19.703836),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.193268 19.682017),5
31 dic 2024,MX,Morelia,Acatita de Baján,Point(-101.158169 19.700293),10
31 dic 2024,MX,Morelia,Ventura Puente,Point(-101.179251 19.693232),6
31 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,Point(-101.18996 19.695915),5
31 dic 2024,MX,Morelia,Alejandro Volta,Point(-101.177687 19.684362),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.176558 19.681738),6
31 dic 2024,MX,Morelia,Andrés Quintana Roo,Point(-101.196865 19.701548),5
31 dic 2024,MX,Morelia,Gral. Gerónimo Treviño,Point(-101.220945 19.730039),5
31 dic 2024,MX,Morelia,Lacas de Uruapan,Point(-101.171545 19.70569),10
31 dic 2024,MX,Morelia,Guillermo Prieto,Point(-101.193843 19.711654),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.173416 19.715941),10
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.229605 19.703565),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),Point(-101.239211 19.706463),10
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.238183 19.687919),5
31 dic 2024,MX,Morelia,Héroe de Nacozari,Point(-101.18834 19.71083),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),Point(-101.192039 19.722938),10
31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,Point(-101.204117 19.671812),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.173551 19.716042),10
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),Point(-101.233833 19.711306),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.156568 19.687652),5
31 dic 2024,MX,Morelia,Fuente de Villalongín,Point(-101.202859 19.671017),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.201533 19.679431),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.155447 19.701094),10
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.210959 19.70202),6
31 dic 2024,MX,Morelia,Benedicto López,Point(-101.192402 19.69604),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.229516 19.676996),5
31 dic 2024,MX,Morelia,Primo Tapia,Point(-101.183807 19.713298),7
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),Point(-101.233881 19.711237),5
31 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,Point(-101.189695 19.695914),5
31 dic 2024,MX,Morelia,Av. Bosques de los Olivos,Point(-101.104531 19.729522),10
31 dic 2024,MX,Morelia,Av. Acueducto,Point(-101.179234 19.699986),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.149555 19.693714),5
31 dic 2024,MX,Morelia,Ventura Puente,Point(-101.18137 19.681685),8
31 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,Point(-101.163699 19.711272),5
31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,Point(-101.203954 19.671412),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.223971 19.676632),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.191056 19.682412),5
31 dic 2024,MX,Morelia,Av. Michoacán,Point(-101.206178 19.707901),5
31 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,Point(-101.164796 19.710777),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.158558 19.68771),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.231207 19.677487),5
31 dic 2024,MX,Morelia,La Huerta,Point(-101.214188 19.68811),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.190851 19.682412),10
31 dic 2024,MX,Morelia,Av. Nicolás Ballesteros,Point(-101.16481 19.725501),5
31 dic 2024,MX,Morelia,Norte 4,Point(-101.138038 19.728656),5
31 dic 2024,MX,Morelia,Paseo de la República (Sector República),Point(-101.235478 19.709088),5
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.247419 19.699262),7
31 dic 2024,MX,Morelia,Av. Francisco Medina García Norte,Point(-101.163973 19.671873),6
31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,Point(-101.204846 19.673614),5
31 dic 2024,MX,Morelia,Av. Periodismo,Point(-101.225271 19.690444),5
31 dic 2024,MX,Morelia,Av. Periodismo,Point(-101.212942 19.701654),5
31 dic 2024,MX,Morelia,Guillermo Prieto,Point(-101.1939 19.710313),5
31 dic 2024,MX,Morelia,null,Point(-101.188531 19.719158),10
31 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.188561 19.720047),5
31 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,Point(-101.190416 19.699607),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.15869 19.70332),10
31 dic 2024,MX,Morelia,Rey Tangaxoan II,Point(-101.192982 19.681348),6
31 dic 2024,MX,Morelia,Lago de Zirahuen,Point(-101.230906 19.662535),5
31 dic 2024,MX,Morelia,Av. Guadalupe Victoria,Point(-101.197992 19.706094),5
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.217957 19.704659),10
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.164186 19.710836),5
31 dic 2024,MX,Morelia,Allende,Point(-101.195745 19.701938),6
31 dic 2024,MX,Morelia,Plan de Ayala,Point(-101.180327 19.706013),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.189557 19.682216),5
31 dic 2024,MX,Morelia,Vicente Santa María,Point(-101.187727 19.697342),5
31 dic 2024,MX,Morelia,Acatita de Baján,Point(-101.15853 19.696462),5
31 dic 2024,MX,Morelia,Allende,Point(-101.195347 19.701935),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.17405 19.71642),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.211547 19.672856),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.159914 19.687871),5
31 dic 2024,MX,Morelia,Paseo de la República (Sector Independencia),Point(-101.242554 19.698579),7
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),Point(-101.192207 19.723011),5
31 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,Point(-101.164936 19.710372),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.223231 19.676789),5
31 dic 2024,MX,Morelia,Juan José de Lejarza,Point(-101.18654 19.702661),5
31 dic 2024,MX,Morelia,Av. Universidad,Point(-101.201014 19.685027),5
31 dic 2024,MX,Morelia,Paseo de la República (Sector República),Point(-101.202838 19.725565),6
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.159926 19.688094),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.222867 19.676794),5
31 dic 2024,MX,Morelia,Av. Junta de Jaujilla,Point(-101.226199 19.691379),7
31 dic 2024,MX,Morelia,Estroncio,Point(-101.196918 19.712205),5
31 dic 2024,MX,Morelia,Sierra Monte Oscuro,Point(-101.193509 19.722091),5
31 dic 2024,MX,Morelia,null,Point(-101.164862 19.665439),7
31 dic 2024,MX,Morelia,Av. Guadalupe Victoria,Point(-101.197887 19.70769),10
31 dic 2024,MX,Morelia,Av. Periodismo,Point(-101.224934 19.690689),5
31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,Point(-101.204308 19.672267),5
31 dic 2024,MX,Morelia,Acatita de Baján,Point(-101.158594 19.695848),5
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.206359 19.702326),5
31 dic 2024,MX,Morelia,Azucena,Point(-101.201423 19.713172),5
31 dic 2024,MX,Morelia,L. V. Beethoven,Point(-101.181329 19.680702),10
31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.246966 19.699491),5
31 dic 2024,MX,Morelia,Héroe de Nacozari,Point(-101.188448 19.710244),6
31 dic 2024,MX,Morelia,Juan Ortega y Montañes,Point(-101.186709 19.69836),5
31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.157284 19.687758),5
31 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,Point(-101.190402 19.700154),5
31 dic 2024,MX,Morelia,Blvd. Agustín Arriaga Rivera,Point(-101.172306 19.689244),5
31 dic 2024,MX,Morelia,Paseo de la República (Sector República),Point(-101.221857 19.727597),5
31 dic 2024,MX,Morelia,Antonio Chávez Samano,Point(-101.182633 19.707487),5
31 dic 2024,MX,Morelia,Guillermo Prieto,Point(-101.194124 19.703584),5
30 dic 2024,MX,Morelia,null,Point(-101.219158 19.678762),7
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.156101 19.687591),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.173866 19.716281),5
30 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,Point(-101.158708 19.713528),5
30 dic 2024,MX,Morelia,Av. Leandro Valle,Point(-101.228317 19.719357),5
30 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,Point(-101.190508 19.695622),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.220335 19.70548),5
30 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.185047 19.724296),5
30 dic 2024,MX,Morelia,Paseo de la República (Sector República),Point(-101.235788 19.708649),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.190805 19.702896),5
30 dic 2024,MX,Morelia,Aldama,Point(-101.191707 19.699804),5
30 dic 2024,MX,Morelia,Precursor de la República,Point(-101.233935 19.731305),5
30 dic 2024,MX,Morelia,Alberto Coria,Point(-101.159286 19.714301),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.210802 19.672483),5
30 dic 2024,MX,Morelia,Julián Carrillo,Point(-101.185859 19.677807),5
30 dic 2024,MX,Morelia,Calz. la Huerta,Point(-101.217919 19.679773),5
30 dic 2024,MX,Morelia,Héroe de Nacozari,Point(-101.188537 19.709687),5
30 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.188657 19.717534),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.182205 19.702762),7
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.158687 19.713531),5
30 dic 2024,MX,Morelia,José María Morelos y Pavón,Point(-101.263253 19.671282),6
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),Point(-101.149541 19.693758),5
30 dic 2024,MX,Morelia,José Juan Tablada,Point(-101.187587 19.676061),5
30 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,Point(-101.190869 19.695919),5
30 dic 2024,MX,Morelia,Av. Pedregal,Point(-101.216038 19.704647),5
30 dic 2024,MX,Morelia,Revillagigedo,Point(-101.180453 19.702821),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.172818 19.715489),6
30 dic 2024,MX,Morelia,Calz. la Huerta,Point(-101.216499 19.682878),5
30 dic 2024,MX,Morelia,Eucalipto,Point(-101.201505 19.707087),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.15767 19.714081),7
30 dic 2024,MX,Morelia,Kenia,Point(-101.198113 19.667572),5
30 dic 2024,MX,Morelia,Andrés Quintana Roo,Point(-101.196858 19.702754),5
30 dic 2024,MX,Morelia,Pátzcuaro,Point(-101.220973 19.676773),8
30 dic 2024,MX,Morelia,Juana María Estrada,Point(-101.206401 19.669105),6
30 dic 2024,MX,Morelia,Av. Manuel Buendía,Point(-101.187107 19.71115),6
30 dic 2024,MX,Morelia,Av. Cerro del Quinceo,Point(-101.19993 19.720528),10
30 dic 2024,MX,Morelia,Peribán,Point(-101.161969 19.699919),7
30 dic 2024,MX,Morelia,Francisca Xaviera de Tapia,Point(-101.210248 19.705617),5
30 dic 2024,MX,Morelia,Av. Periodismo,Point(-101.217228 19.697892),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.17172 19.71466),5
30 dic 2024,MX,Morelia,La Huerta,Point(-101.207754 19.700725),5
30 dic 2024,MX,Morelia,Rey Tariácuri,Point(-101.200028 19.677824),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.198862 19.703052),6
30 dic 2024,MX,Morelia,Vicente Santa María,Point(-101.187762 19.698923),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.162562 19.711666),9
30 dic 2024,MX,Morelia,Paseo de la República (Sector República),Point(-101.235568 19.708959),5
30 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.188342 19.712708),5
30 dic 2024,MX,Morelia,Jesús Urbina,Point(-101.166319 19.694401),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.158685 19.713532),5
30 dic 2024,MX,Morelia,Calz. la Huerta,Point(-101.212207 19.691892),6
30 dic 2024,MX,Morelia,Luis de León Romano,Point(-101.209986 19.70093),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),Point(-101.233948 19.71114),5
30 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.188822 19.716223),5
30 dic 2024,MX,Morelia,Bosque de Ciruelos,Point(-101.101608 19.720237),5
30 dic 2024,MX,Morelia,Fray Jacinto Avilés,Point(-101.157818 19.707788),5
30 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.191399 19.703702),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.189969 19.702884),7
30 dic 2024,MX,Morelia,Pascacio Ortiz de Letona,Point(-101.226056 19.689538),5
30 dic 2024,MX,Morelia,null,Point(-101.164863 19.725586),5
30 dic 2024,MX,Morelia,Av. Enrique Ramírez,Point(-101.159415 19.693643),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.153452 19.717037),5
30 dic 2024,MX,Morelia,Tuleros de Purenchecuaro,Point(-101.172512 19.706817),6
30 dic 2024,MX,Morelia,Corregidora,Point(-101.192208 19.70097),5
30 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,Point(-101.167475 19.70955),5
30 dic 2024,MX,Morelia,Ramal Camelinas,Point(-101.161642 19.672279),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.216399 19.675365),5
30 dic 2024,MX,Morelia,Juán José de Lejarza,Point(-101.186613 19.701864),6
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.201649 19.67864),10
30 dic 2024,MX,Morelia,Héroe de Nacozari,Point(-101.188291 19.711077),6
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.245229 19.699667),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.18907 19.702868),5
30 dic 2024,MX,Morelia,Melchor Ocampo,Point(-101.191901 19.703874),5
30 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.191408 19.703356),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.185892 19.702879),10
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.191564 19.702902),6
30 dic 2024,MX,Morelia,Guillermo Prieto,Point(-101.194124 19.703583),10
30 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,Point(-101.168333 19.709114),7
30 dic 2024,MX,Morelia,1º de Mayo,Point(-101.181924 19.706661),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.212125 19.673134),7
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.237809 19.687078),5
30 dic 2024,MX,Morelia,Av. Guadalupe Victoria,Point(-101.197439 19.71409),5
30 dic 2024,MX,Morelia,Salvador Escalante,Point(-101.187385 19.711688),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.189851 19.702882),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.211957 19.673054),5
30 dic 2024,MX,Morelia,Av. Enrique Ramírez,Point(-101.15962 19.69288),5
30 dic 2024,MX,Morelia,Allende,Point(-101.194595 19.701909),6
30 dic 2024,MX,Morelia,Paseo de la República (Sector Independencia),Point(-101.24313 19.69906),5
30 dic 2024,MX,Morelia,Ramal Camelinas,Point(-101.146144 19.672029),7
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.191639 19.702902),5
30 dic 2024,MX,Morelia,Plan de Ayala,Point(-101.183943 19.705921),5
30 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.188697 19.713951),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,Point(-101.197403 19.70304),5
30 dic 2024,MX,Morelia,Bosque de Ciruelos,Point(-101.103554 19.723033),5
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.170056 19.708298),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),Point(-101.180611 19.72003),7
30 dic 2024,MX,Morelia,García Obeso,Point(-101.192505 19.696553),5
30 dic 2024,MX,Morelia,Uruguay,Point(-101.153068 19.688654),5
30 dic 2024,MX,Morelia,Centro Histórico,Point(-101.231256 19.715301),6
30 dic 2024,MX,Morelia,Av. Morelos (N),Point(-101.189006 19.71544),8
30 dic 2024,MX,Morelia,Abasolo,Point(-101.194217 19.70018),5
30 dic 2024,MX,Morelia,Primo Tapia,Point(-101.178838 19.713309),7
30 dic 2024,MX,Morelia,Carpinteros de Paracho,Point(-101.175495 19.702289),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),Point(-101.235013 19.709596),10
30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,Point(-101.162985 19.711478),5
30 dic 2024,MX,Morelia,Ignacio Zaragoza,Point(-101.193178 19.704659),5
30 dic 2024,MX,Morelia,Ramal Camelinas - Las Américas,Point(-101.14895 19.694652),7
30 dic 2024,MX,Morelia,Paseo de la República (Sector República),Point(-101.235054 19.709693),5
30 dic 2024,MX,Morelia,Ocampo,Point(-101.197013 19.691712),5
30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),Point(-101.211492 19.672829),5
30 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,Point(-101.158005 19.713976),5
